Timestamp,Filename,Prompt,CLIP Score,PickScore,Temporal Consistency,Embedding Distance,FPS (Video),FPS (Eval),Frames,Resolution,Duration
2025-08-13 15:11:29,animation-0000.mp4,"A young girl with long blonde hair is brushing her teeth in a bathroom, anime style",0.3393,19.2537,0.9584,0.6545,8.00,1,24,256x192,3.00 sec
2025-08-13 15:12:01,animation-0001.mp4,"A young girl with long blonde hair is brushing her teeth in a bathroom, anime style",0.31,19.1718,0.9422,0.6837,8.00,1,24,256x192,3.00 sec
2025-08-13 15:12:14,animation-0002.mp4,"A young girl with long blonde hair is brushing her teeth in a bathroom, anime style",0.3307,19.1921,0.9572,0.6638,8.00,1,24,256x192,3.00 sec
2025-08-13 15:12:24,animation-0003.mp4,"A young girl with long blonde hair is brushing her teeth in a bathroom, anime style",0.3079,19.271,0.9533,0.6867,8.00,1,24,256x192,3.00 sec
2025-08-13 15:12:34,animation-0004.mp4,"A young girl with long blonde hair is brushing her teeth in a bathroom, anime style",0.3345,19.1432,0.9678,0.6608,8.00,1,24,256x192,3.00 sec
2025-08-13 15:12:43,animation-0005.mp4,"A young girl with long blonde hair is brushing her teeth in a bathroom, anime style",0.3376,19.3766,0.9559,0.6566,8.00,1,24,256x192,3.00 sec
