timestamp,index,mem_used_MiB,mem_total_MiB,util_gpu,util_mem
2025-08-13 22:15:19,0, 3, 46068, 0, 0
2025-08-13 22:15:22,0, 3, 46068, 0, 0
2025-08-13 22:15:25,0, 3, 46068, 0, 0
2025-08-13 22:15:28,0, 3, 46068, 0, 0
2025-08-13 22:15:31,0, 3, 46068, 0, 0
2025-08-13 22:15:34,0, 3, 46068, 0, 0
2025-08-13 22:15:38,0, 3, 46068, 0, 0
2025-08-13 22:15:41,0, 3, 46068, 0, 0
2025-08-13 22:15:42,0, 5, 46068, 0, 0
2025-08-13 22:15:43,0, 5, 46068, 0, 0
2025-08-13 22:15:45,0, 5, 46068, 0, 0
2025-08-13 22:15:46,0, 5, 46068, 0, 0
2025-08-13 22:15:47,0, 5, 46068, 0, 0
2025-08-13 22:15:48,0, 5, 46068, 0, 0
2025-08-13 22:15:49,0, 5, 46068, 0, 0
2025-08-13 22:15:50,0, 5, 46068, 0, 0
2025-08-13 22:15:51,0, 5, 46068, 0, 0
2025-08-13 22:15:52,0, 5, 46068, 0, 0
2025-08-13 22:15:53,0, 5, 46068, 0, 0
2025-08-13 22:15:54,0, 5, 46068, 0, 0
2025-08-13 22:15:55,0, 5, 46068, 0, 0
2025-08-13 22:15:56,0, 5, 46068, 0, 0
2025-08-13 22:15:57,0, 5, 46068, 0, 0
2025-08-13 22:15:58,0, 5, 46068, 0, 0
2025-08-13 22:15:59,0, 5, 46068, 0, 0
2025-08-13 22:16:00,0, 5, 46068, 0, 0
2025-08-13 22:16:01,0, 5, 46068, 0, 0
2025-08-13 22:16:02,0, 5, 46068, 0, 0
2025-08-13 22:16:03,0, 5, 46068, 0, 0
2025-08-13 22:16:04,0, 5, 46068, 0, 0
2025-08-13 22:16:05,0, 5, 46068, 0, 0
2025-08-13 22:16:06,0, 5, 46068, 0, 0
2025-08-13 22:16:07,0, 5, 46068, 0, 0
2025-08-13 22:16:08,0, 5, 46068, 0, 0
2025-08-13 22:16:09,0, 5, 46068, 0, 0
2025-08-13 22:16:10,0, 5, 46068, 0, 0
2025-08-13 22:16:11,0, 5, 46068, 0, 0
2025-08-13 22:16:12,0, 5, 46068, 0, 0
2025-08-13 22:16:14,0, 5, 46068, 0, 0
2025-08-13 22:16:15,0, 5, 46068, 0, 0
2025-08-13 22:16:16,0, 5, 46068, 0, 0
2025-08-13 22:16:17,0, 5, 46068, 0, 0
2025-08-13 22:16:18,0, 5, 46068, 0, 0
2025-08-13 22:16:19,0, 5, 46068, 0, 0
2025-08-13 22:16:20,0, 501, 46068, 0, 0
2025-08-13 22:16:21,0, 503, 46068, 0, 0
2025-08-13 22:16:22,0, 505, 46068, 0, 0
2025-08-13 22:16:23,0, 507, 46068, 0, 0
2025-08-13 22:16:24,0, 511, 46068, 0, 0
2025-08-13 22:16:25,0, 513, 46068, 0, 0
2025-08-13 22:16:26,0, 1043, 46068, 9, 0
2025-08-13 22:16:27,0, 6823, 46068, 33, 1
2025-08-13 22:16:28,0, 8191, 46068, 0, 0
2025-08-13 22:16:29,0, 8191, 46068, 0, 0
2025-08-13 22:16:30,0, 8191, 46068, 0, 0
2025-08-13 22:16:31,0, 8191, 46068, 0, 0
2025-08-13 22:16:32,0, 8191, 46068, 0, 0
2025-08-13 22:16:33,0, 8191, 46068, 0, 0
2025-08-13 22:16:34,0, 8191, 46068, 0, 0
2025-08-13 22:16:35,0, 8191, 46068, 0, 0
2025-08-13 22:16:36,0, 8191, 46068, 0, 0
2025-08-13 22:16:37,0, 8191, 46068, 0, 0
2025-08-13 22:16:38,0, 8191, 46068, 0, 0
2025-08-13 22:16:39,0, 8191, 46068, 0, 0
2025-08-13 22:16:40,0, 8191, 46068, 0, 0
2025-08-13 22:16:42,0, 8191, 46068, 40, 2
2025-08-13 22:16:43,0, 8191, 46068, 0, 0
2025-08-13 22:16:44,0, 8191, 46068, 0, 0
2025-08-13 22:16:45,0, 8191, 46068, 0, 0
2025-08-13 22:16:46,0, 8191, 46068, 0, 0
2025-08-13 22:16:47,0, 8191, 46068, 0, 0
2025-08-13 22:16:48,0, 8191, 46068, 0, 0
2025-08-13 22:16:49,0, 8191, 46068, 1, 0
2025-08-13 22:16:50,0, 8191, 46068, 0, 0
2025-08-13 22:16:51,0, 8191, 46068, 1, 0
2025-08-13 22:16:52,0, 8191, 46068, 1, 0
2025-08-13 22:16:53,0, 8191, 46068, 1, 0
2025-08-13 22:16:54,0, 8191, 46068, 0, 0
2025-08-13 22:16:55,0, 8191, 46068, 0, 0
2025-08-13 22:16:56,0, 8191, 46068, 0, 0
2025-08-13 22:16:57,0, 8191, 46068, 0, 0
2025-08-13 22:16:58,0, 8191, 46068, 3, 0
2025-08-13 22:16:59,0, 8191, 46068, 1, 0
2025-08-13 22:17:00,0, 8191, 46068, 1, 0
2025-08-13 22:17:01,0, 8191, 46068, 0, 0
2025-08-13 22:17:02,0, 8191, 46068, 0, 0
2025-08-13 22:17:03,0, 8191, 46068, 0, 0
2025-08-13 22:17:04,0, 8191, 46068, 3, 0
2025-08-13 22:17:05,0, 8191, 46068, 0, 0
2025-08-13 22:17:06,0, 8191, 46068, 0, 0
2025-08-13 22:17:07,0, 8191, 46068, 0, 0
2025-08-13 22:17:08,0, 8191, 46068, 2, 0
2025-08-13 22:17:10,0, 8191, 46068, 0, 0
2025-08-13 22:17:11,0, 8191, 46068, 0, 0
2025-08-13 22:17:12,0, 8191, 46068, 1, 0
2025-08-13 22:17:13,0, 8191, 46068, 0, 0
2025-08-13 22:17:14,0, 8191, 46068, 0, 0
2025-08-13 22:17:15,0, 8191, 46068, 0, 0
2025-08-13 22:17:16,0, 8191, 46068, 0, 0
2025-08-13 22:17:17,0, 8191, 46068, 0, 0
2025-08-13 22:17:18,0, 8191, 46068, 0, 0
2025-08-13 22:17:19,0, 8191, 46068, 0, 0
2025-08-13 22:17:20,0, 8191, 46068, 0, 0
2025-08-13 22:17:21,0, 8191, 46068, 0, 0
2025-08-13 22:17:22,0, 8191, 46068, 0, 0
2025-08-13 22:17:23,0, 8191, 46068, 0, 0
2025-08-13 22:17:24,0, 8191, 46068, 1, 0
2025-08-13 22:17:25,0, 8201, 46068, 0, 0
2025-08-13 22:17:26,0, 8217, 46068, 0, 0
2025-08-13 22:17:27,0, 8217, 46068, 0, 0
2025-08-13 22:17:28,0, 8217, 46068, 0, 0
2025-08-13 22:17:29,0, 8217, 46068, 0, 0
2025-08-13 22:17:30,0, 8377, 46068, 4, 3
2025-08-13 22:17:31,0, 9239, 46068, 0, 0
2025-08-13 22:17:32,0, 9239, 46068, 0, 0
2025-08-13 22:17:33,0, 9239, 46068, 0, 0
2025-08-13 22:17:34,0, 10209, 46068, 0, 0
2025-08-13 22:17:35,0, 29265, 46068, 100, 55
2025-08-13 22:17:37,0, 40785, 46068, 100, 81
2025-08-13 22:17:38,0, 43905, 46068, 100, 96
2025-08-13 22:17:39,0, 43955, 46068, 100, 84
2025-08-13 22:17:40,0, 45511, 46068, 100, 9
2025-08-13 22:17:41,0, 45519, 46068, 100, 93
2025-08-13 22:17:42,0, 45521, 46068, 100, 67
2025-08-13 22:17:43,0, 45521, 46068, 100, 72
2025-08-13 22:17:44,0, 45521, 46068, 100, 76
2025-08-13 22:17:45,0, 45521, 46068, 100, 53
2025-08-13 22:17:46,0, 45521, 46068, 100, 89
2025-08-13 22:17:47,0, 45521, 46068, 100, 48
2025-08-13 22:17:48,0, 45521, 46068, 100, 96
2025-08-13 22:17:49,0, 45521, 46068, 100, 58
2025-08-13 22:17:50,0, 45521, 46068, 100, 73
2025-08-13 22:17:51,0, 45521, 46068, 100, 84
2025-08-13 22:17:52,0, 45521, 46068, 100, 71
2025-08-13 22:17:53,0, 45521, 46068, 100, 64
2025-08-13 22:17:54,0, 45521, 46068, 100, 47
2025-08-13 22:17:55,0, 45521, 46068, 100, 96
2025-08-13 22:17:56,0, 45521, 46068, 100, 59
2025-08-13 22:17:57,0, 45521, 46068, 100, 73
2025-08-13 22:17:58,0, 45521, 46068, 100, 82
2025-08-13 22:17:59,0, 45521, 46068, 100, 70
2025-08-13 22:18:00,0, 45521, 46068, 100, 67
2025-08-13 22:18:01,0, 45521, 46068, 100, 44
2025-08-13 22:18:02,0, 45521, 46068, 100, 94
2025-08-13 22:18:03,0, 45521, 46068, 100, 24
2025-08-13 22:18:04,0, 45521, 46068, 100, 90
2025-08-13 22:18:06,0, 45521, 46068, 100, 84
2025-08-13 22:18:07,0, 45521, 46068, 100, 64
2025-08-13 22:18:08,0, 45521, 46068, 100, 77
2025-08-13 22:18:09,0, 45521, 46068, 100, 46
2025-08-13 22:18:10,0, 45521, 46068, 100, 91
2025-08-13 22:18:11,0, 45521, 46068, 100, 23
2025-08-13 22:18:12,0, 45521, 46068, 100, 83
2025-08-13 22:18:13,0, 45521, 46068, 100, 84
2025-08-13 22:18:14,0, 45521, 46068, 100, 66
2025-08-13 22:18:15,0, 45521, 46068, 100, 63
2025-08-13 22:18:16,0, 45521, 46068, 100, 45
2025-08-13 22:18:17,0, 45521, 46068, 100, 88
2025-08-13 22:18:18,0, 45521, 46068, 100, 32
2025-08-13 22:18:19,0, 45521, 46068, 100, 78
2025-08-13 22:18:20,0, 45521, 46068, 100, 95
2025-08-13 22:18:21,0, 45521, 46068, 100, 71
2025-08-13 22:18:22,0, 45521, 46068, 100, 58
2025-08-13 22:18:23,0, 45521, 46068, 100, 49
2025-08-13 22:18:24,0, 45521, 46068, 100, 88
2025-08-13 22:18:25,0, 45521, 46068, 100, 51
2025-08-13 22:18:26,0, 45521, 46068, 100, 90
2025-08-13 22:18:27,0, 45521, 46068, 100, 81
2025-08-13 22:18:28,0, 45521, 46068, 100, 72
2025-08-13 22:18:29,0, 45521, 46068, 100, 63
2025-08-13 22:18:30,0, 45521, 46068, 100, 45
2025-08-13 22:18:31,0, 45521, 46068, 100, 93
2025-08-13 22:18:32,0, 45521, 46068, 100, 25
2025-08-13 22:18:33,0, 45521, 46068, 100, 85
2025-08-13 22:18:35,0, 45521, 46068, 100, 83
2025-08-13 22:18:36,0, 45521, 46068, 100, 65
2025-08-13 22:18:37,0, 45521, 46068, 100, 80
2025-08-13 22:18:38,0, 45521, 46068, 100, 44
2025-08-13 22:18:39,0, 45521, 46068, 100, 89
2025-08-13 22:18:40,0, 45521, 46068, 100, 31
2025-08-13 22:18:41,0, 45521, 46068, 100, 79
2025-08-13 22:18:42,0, 45521, 46068, 100, 94
2025-08-13 22:18:43,0, 45521, 46068, 100, 56
2025-08-13 22:18:44,0, 45521, 46068, 100, 61
2025-08-13 22:18:45,0, 45521, 46068, 100, 48
2025-08-13 22:18:46,0, 45521, 46068, 100, 87
