Timestamp,Filename,Prompt,CLIP Score,PickScore,Temporal Consistency,Embedding Distance,FPS (Video),FPS (Eval),Frames,Resolution,Duration
2025-08-13 19:27:35,animation-0000.mp4,"A climber ascends a challenging indoor climbing wall with a follow cinematic shot, pixel art style",0.2972,18.2742,0.9181,0.6939,8.00,1,24,256x192,3.00 sec
2025-08-13 19:28:26,animation-0001.mp4,"A climber ascends a challenging indoor climbing wall with a follow cinematic shot, pixel art style",0.3031,18.8899,0.947,0.6907,8.00,1,24,256x192,3.00 sec
2025-08-13 19:28:40,animation-0002.mp4,"A climber ascends a challenging indoor climbing wall with a follow cinematic shot, pixel art style",0.2928,17.8734,0.9282,0.699,8.00,1,24,256x192,3.00 sec
2025-08-13 19:28:54,animation-0003.mp4,"A climber ascends a challenging indoor climbing wall with a follow cinematic shot, pixel art style",0.308,18.0627,0.9501,0.686,8.00,1,24,256x192,3.00 sec
2025-08-13 19:29:04,animation-0004.mp4,"A climber ascends a challenging indoor climbing wall with a follow cinematic shot, pixel art style",0.2753,17.8295,0.8787,0.7142,8.00,1,24,256x192,3.00 sec
2025-08-13 19:29:24,animation-0005.mp4,"A climber ascends a challenging indoor climbing wall with a follow cinematic shot, pixel art style",0.3079,18.1485,0.9245,0.6827,8.00,1,24,256x192,3.00 sec
