Timestamp,Filename,Prompt,CLIP Score,PickScore,Temporal Consistency,Embedding Distance,FPS (Video),FPS (Eval),Frames,Resolution,Duration
2025-08-13 19:35:56,animation-0000.mp4,"A climber ascends a challenging indoor climbing wall with a follow cinematic shot, anime style",0.3014,17.996,0.898,0.6877,8.00,1,24,256x192,3.00 sec
2025-08-13 19:36:09,animation-0001.mp4,"A climber ascends a challenging indoor climbing wall with a follow cinematic shot, anime style",0.3458,19.0881,0.9522,0.6481,8.00,1,24,256x192,3.00 sec
2025-08-13 19:36:23,animation-0002.mp4,"A climber ascends a challenging indoor climbing wall with a follow cinematic shot, anime style",0.306,18.1505,0.9303,0.6863,8.00,1,24,256x192,3.00 sec
2025-08-13 19:36:41,animation-0003.mp4,"A climber ascends a challenging indoor climbing wall with a follow cinematic shot, anime style",0.3489,19.0483,0.912,0.6401,8.00,1,24,256x192,3.00 sec
2025-08-13 19:36:49,animation-0004.mp4,"A climber ascends a challenging indoor climbing wall with a follow cinematic shot, anime style",0.3156,18.2874,0.9246,0.6755,8.00,1,24,256x192,3.00 sec
2025-08-13 19:36:58,animation-0005.mp4,"A climber ascends a challenging indoor climbing wall with a follow cinematic shot, anime style",0.324,18.6295,0.882,0.6627,8.00,1,24,256x192,3.00 sec
